-- --------------------------------------------------------------------------------------------------
-- - Cliente
-- --------------------------------------------------------------------------------------------------
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Torre Symondson', '255 601 2871', 'Male', '2019-04-05 08:51:33');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (2, 1, 1, 1504, 'Sim', 'Sim', 'Não', 'Sim', 'Sim', 'Laranja', 'Roxo', 'LED', 'Não', 'Sim', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (1, 5, 2, 2336, 'Não', 'Não', 'Sim', 'Sim', 'Não', 'Roxo', 'Verde', 'Incandescente', 'Não', 'Sim', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (1, 3, 1, 1179, 'Sim', 'Não', 'Sim', 'Sim', 'Sim', 'Laranja', 'Amarelo', 'Incandescente', 'Não', 'Sim', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (1, 5, 2, 1959, 'Sim', 'Não', 'Sim', 'Não', 'Não', 'Branco', 'Rosa', 'Incandescente', 'Não', 'Não', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (5, 4, 3, 831, 'Não', 'Sim', 'Não', 'Não', 'Não', 'Amarelo', 'Vermelho', 'LED', 'Sim', 'Sim', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (4, 3, 1, 858, 'Não', 'Não', 'Sim', 'Sim', 'Sim', 'Preto', 'Laranja', 'Fosforescente', 'Sim', 'Não', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (1, 10, 2, 915, 'Não', 'Sim', 'Sim', 'Sim', 'Não', 'Amarelo', 'Amarelo', 'LED', 'Sim', 'Sim', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (2, 10, 1, 1353, 'Não', 'Não', 'Não', 'Não', 'Não', 'Roxo', 'Verde', 'Fosforescente', 'Não', 'Sim', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (5, 1, 1, 2127, 'Não', 'Não', 'Não', 'Não', 'Não', 'Cinza', 'Verde', 'LED', 'Não', 'Sim', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (1, 4, 3, 1800, 'Não', 'Não', 'Não', 'Não', 'Sim', 'Roxo', 'Azul', 'LED', 'Não', 'Sim', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (6, 8, 2, 296, 'Sim', 'Sim', 'Sim', 'Não', 'Não', 'Verde', 'Amarelo', 'LED', 'Não', 'Não', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (4, 9, 2, 357, 'Sim', 'Não', 'Não', 'Sim', 'Sim', 'Cinza', 'Rosa', 'LED', 'Sim', 'Não', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (2, 3, 3, 2026, 'Não', 'Não', 'Não', 'Não', 'Sim', 'Laranja', 'Rosa', 'LED', 'Não', 'Não', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (3, 10, 2, 575, 'Sim', 'Não', 'Não', 'Não', 'Não', 'Roxo', 'Laranja', 'LED', 'Sim', 'Sim', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (2, 3, 1, 978, 'Não', 'Sim', 'Sim', 'Não', 'Sim', 'Cinza', 'Azul', 'Fosforescente', 'Sim', 'Sim', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (5, 8, 3, 1052, 'Não', 'Não', 'Não', 'Não', 'Não', 'Verde', 'Azul', 'Fosforescente', 'Não', 'Não', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (6, 8, 1, 951, 'Sim', 'Não', 'Sim', 'Sim', 'Sim', 'Rosa', 'Vermelho', 'LED', 'Não', 'Não', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (3, 5, 2, 989, 'Não', 'Sim', 'Sim', 'Sim', 'Sim', 'Preto', 'Laranja', 'Fosforescente', 'Sim', 'Não', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (6, 4, 2, 1951, 'Sim', 'Sim', 'Sim', 'Não', 'Sim', 'Azul', 'Rosa', 'LED', 'Não', 'Sim', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (5, 6, 1, 1029, 'Não', 'Não', 'Não', 'Sim', 'Sim', 'Amarelo', 'Preto', 'Incandescente', 'Não', 'Sim', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (2, 7, 3, 726, 'Sim', 'Sim', 'Não', 'Sim', 'Não', 'Verde', 'Roxo', 'Fosforescente', 'Não', 'Sim', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (5, 3, 3, 1415, 'Não', 'Não', 'Sim', 'Não', 'Sim', 'Verde', 'Preto', 'LED', 'Sim', 'Não', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (3, 8, 3, 1880, 'Sim', 'Não', 'Sim', 'Sim', 'Não', 'Cinza', 'Azul', 'Incandescente', 'Sim', 'Não', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (4, 2, 3, 1453, 'Não', 'Sim', 'Não', 'Sim', 'Sim', 'Amarelo', 'Branco', 'LED', 'Não', 'Sim', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (3, 10, 2, 1567, 'Sim', 'Sim', 'Não', 'Não', 'Sim', 'Branco', 'Verde', 'LED', 'Sim', 'Sim', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (6, 9, 1, 851, 'Não', 'Sim', 'Sim', 'Sim', 'Sim', 'Branco', 'Amarelo', 'Fosforescente', 'Não', 'Sim', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (5, 1, 1, 2423, 'Não', 'Não', 'Não', 'Não', 'Não', 'Rosa', 'Vermelho', 'Incandescente', 'Não', 'Não', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (3, 6, 1, 2374, 'Sim', 'Sim', 'Não', 'Sim', 'Sim', 'Vermelho', 'Azul', 'Incandescente', 'Sim', 'Sim', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (1, 1, 1, 2028, 'Não', 'Sim', 'Sim', 'Não', 'Não', 'Branco', 'Verde', 'Fosforescente', 'Sim', 'Sim', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (5, 8, 2, 845, 'Não', 'Não', 'Não', 'Sim', 'Não', 'Amarelo', 'Verde', 'Fosforescente', 'Sim', 'Não', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (1, 3, 2, 601, 'Não', 'Não', 'Não', 'Não', 'Sim', 'Azul', 'Vermelho', 'Fosforescente', 'Sim', 'Sim', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (1, 5, 3, 2259, 'Sim', 'Sim', 'Sim', 'Não', 'Sim', 'Vermelho', 'Laranja', 'Incandescente', 'Sim', 'Não', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (3, 10, 1, 1461, 'Sim', 'Não', 'Não', 'Sim', 'Sim', 'Amarelo', 'Vermelho', 'Fosforescente', 'Sim', 'Não', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (6, 9, 2, 1917, 'Não', 'Não', 'Sim', 'Não', 'Não', 'Laranja', 'Cinza', 'Incandescente', 'Não', 'Sim', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (2, 6, 2, 180, 'Sim', 'Sim', 'Não', 'Sim', 'Não', 'Azul', 'Azul', 'Fosforescente', 'Sim', 'Não', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (4, 7, 1, 1899, 'Sim', 'Não', 'Sim', 'Sim', 'Não', 'Laranja', 'Vermelho', 'LED', 'Não', 'Não', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (2, 7, 2, 1728, 'Sim', 'Sim', 'Sim', 'Sim', 'Sim', 'Laranja', 'Azul', 'Incandescente', 'Não', 'Não', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (5, 1, 2, 94, 'Sim', 'Não', 'Não', 'Sim', 'Sim', 'Rosa', 'Laranja', 'LED', 'Sim', 'Sim', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (3, 1, 3, 252, 'Sim', 'Sim', 'Não', 'Sim', 'Não', 'Branco', 'Roxo', 'Incandescente', 'Não', 'Não', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (2, 7, 2, 1554, 'Não', 'Sim', 'Sim', 'Não', 'Não', 'Vermelho', 'Preto', 'Fosforescente', 'Sim', 'Não', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (6, 1, 3, 418, 'Sim', 'Não', 'Não', 'Não', 'Não', 'Verde', 'Cinza', 'Fosforescente', 'Não', 'Sim', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (3, 7, 1, 578, 'Sim', 'Sim', 'Sim', 'Sim', 'Sim', 'Vermelho', 'Roxo', 'Incandescente', 'Não', 'Não', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (3, 10, 2, 1465, 'Não', 'Sim', 'Não', 'Sim', 'Não', 'Rosa', 'Amarelo', 'Fosforescente', 'Sim', 'Sim', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (5, 8, 3, 824, 'Não', 'Não', 'Sim', 'Sim', 'Sim', 'Amarelo', 'Preto', 'Incandescente', 'Não', 'Sim', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (4, 3, 1, 1274, 'Sim', 'Sim', 'Não', 'Não', 'Não', 'Rosa', 'Verde', 'Incandescente', 'Não', 'Sim', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (6, 8, 3, 847, 'Sim', 'Sim', 'Sim', 'Não', 'Não', 'Preto', 'Laranja', 'LED', 'Sim', 'Sim', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (3, 5, 1, 1075, 'Sim', 'Não', 'Não', 'Não', 'Não', 'Preto', 'Vermelho', 'Incandescente', 'Sim', 'Sim', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (1, 10, 2, 2134, 'Sim', 'Sim', 'Sim', 'Não', 'Sim', 'Verde', 'Laranja', 'LED', 'Sim', 'Sim', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (1, 10, 3, 2460, 'Sim', 'Sim', 'Não', 'Sim', 'Sim', 'Verde', 'Preto', 'Fosforescente', 'Não', 'Não', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (3, 10, 3, 2270, 'Sim', 'Sim', 'Sim', 'Sim', 'Sim', 'Amarelo', 'Azul', 'Incandescente', 'Sim', 'Não', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (1, 4, 2, 1487, 'Não', 'Sim', 'Não', 'Sim', 'Sim', 'Vermelho', 'Preto', 'Incandescente', 'Não', 'Sim', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (1, 1, 3, 1483, 'Não', 'Sim', 'Sim', 'Não', 'Não', 'Verde', 'Vermelho', 'Fosforescente', 'Sim', 'Não', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (6, 1, 3, 1096, 'Não', 'Sim', 'Sim', 'Não', 'Não', 'Vermelho', 'Amarelo', 'LED', 'Sim', 'Não', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (1, 6, 2, 248, 'Sim', 'Não', 'Não', 'Não', 'Não', 'Verde', 'Cinza', 'LED', 'Não', 'Não', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (6, 8, 3, 581, 'Não', 'Não', 'Sim', 'Não', 'Sim', 'Preto', 'Cinza', 'Incandescente', 'Sim', 'Não', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (2, 8, 3, 1279, 'Sim', 'Não', 'Não', 'Sim', 'Não', 'Branco', 'Verde', 'LED', 'Sim', 'Sim', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (2, 10, 3, 2350, 'Sim', 'Não', 'Não', 'Sim', 'Sim', 'Branco', 'Vermelho', 'Incandescente', 'Sim', 'Não', 'Sim');
